time	V(n004)	V(n005)
3.004084748980430e-006	6.781160e+000	1.344449e+001
3.055590144465485e-006	6.777668e+000	1.344655e+001
3.080120376584058e-006	6.776005e+000	1.344745e+001
3.138929343672083e-006	6.772022e+000	1.344944e+001
3.167919111166182e-006	6.770061e+000	1.345035e+001
3.197999344270886e-006	6.768026e+000	1.345123e+001
3.302424226128908e-006	6.760973e+000	1.345383e+001
3.406849107986930e-006	6.753922e+000	1.345618e+001
3.511273989844952e-006	6.746875e+000	1.345827e+001
3.615698871702974e-006	6.739831e+000	1.346010e+001
3.720123753560996e-006	6.732790e+000	1.346168e+001
3.824548635419018e-006	6.725752e+000	1.346300e+001
3.928973517277039e-006	6.718718e+000	1.346406e+001
5.021208330543311e-006	6.645138e+000	1.346912e+001
6.113443143809583e-006	6.571558e+000	1.347310e+001
7.205677957075856e-006	6.497978e+000	1.347598e+001
8.297912770342127e-006	6.424398e+000	1.347778e+001
9.390147583608400e-006	6.350818e+000	1.347848e+001
1.048238239687467e-005	6.277238e+000	1.347809e+001
1.157461721014094e-005	6.203659e+000	1.347661e+001
1.447986776906850e-005	6.007939e+000	1.347664e+001
1.738511832799606e-005	5.812220e+000	1.347666e+001
2.029036888692362e-005	5.616501e+000	1.347668e+001
2.319561944585118e-005	5.420781e+000	1.347669e+001
2.610087000477873e-005	5.225062e+000	1.347669e+001
2.900612056370629e-005	5.029343e+000	1.347669e+001
3.191137112263385e-005	4.833623e+000	1.347668e+001
3.537217201292136e-005	4.600478e+000	1.347668e+001
3.927842201292137e-005	4.337324e+000	1.347668e+001
4.318467201292137e-005	4.074170e+000	1.347668e+001
4.709092201292137e-005	3.811016e+000	1.347668e+001
5.099717201292138e-005	3.547862e+000	1.347668e+001
5.490342201292138e-005	3.284708e+000	1.347668e+001
5.880967201292138e-005	3.021554e+000	1.347668e+001
6.271592201292139e-005	2.758400e+000	1.347668e+001
6.662217201292139e-005	2.495246e+000	1.347668e+001
7.052842201292139e-005	2.232092e+000	1.347668e+001
7.834092201292140e-005	1.705784e+000	1.347668e+001
8.615342201292141e-005	1.179476e+000	1.347668e+001
9.005967201292141e-005	9.163224e-001	1.347668e+001
9.396592201292141e-005	6.531686e-001	1.347668e+001
9.787217201292142e-005	3.900149e-001	1.347668e+001
1.017784220129214e-004	1.268611e-001	1.347668e+001
1.056846720129214e-004	-1.362926e-001	1.347668e+001
1.095909220129214e-004	-3.994463e-001	1.347668e+001
1.134971720129214e-004	-6.626000e-001	1.347668e+001
1.174034220129214e-004	-9.257536e-001	1.347668e+001
1.213096720129214e-004	-1.188907e+000	1.347668e+001
1.252159220129214e-004	-1.452061e+000	1.347668e+001
1.291221720129215e-004	-1.715214e+000	1.347668e+001
1.330284220129215e-004	-1.978368e+000	1.347668e+001
1.369346720129215e-004	-2.241521e+000	1.347668e+001
1.384026282019355e-004	-2.340414e+000	1.347667e+001
1.392323208324851e-004	-2.396308e+000	1.347667e+001
1.400970020834394e-004	-2.454559e+000	1.347667e+001
1.404539492078408e-004	-2.478606e+000	1.347667e+001
1.407261948232802e-004	-2.496946e+000	1.347667e+001
1.412898108441537e-004	-2.534915e+000	1.347667e+001
1.419490296674952e-004	-2.579325e+000	1.347667e+001
1.423059314894326e-004	-2.603369e+000	1.347667e+001
1.431030157139747e-004	-2.657066e+000	1.347667e+001
1.446627792240302e-004	-2.762143e+000	1.347667e+001
1.471023349938570e-004	-2.926489e+000	1.347667e+001
1.496163119455462e-004	-3.095849e+000	1.347667e+001
1.512856134718377e-004	-3.208305e+000	1.347667e+001
1.534637386535775e-004	-3.355040e+000	1.347667e+001
1.564402171790962e-004	-3.555557e+000	1.347667e+001
1.603464671790962e-004	-3.818710e+000	1.347667e+001
1.642527171790962e-004	-4.081863e+000	1.347667e+001
1.681589671790962e-004	-4.345017e+000	1.347667e+001
1.720652171790962e-004	-4.608170e+000	1.347667e+001
1.759714671790962e-004	-4.871323e+000	1.347667e+001
1.798777171790962e-004	-5.134477e+000	1.347667e+001
1.876902171790962e-004	-5.660771e+000	1.347547e+001
1.954733922990564e-004	-6.184906e+000	1.346496e+001
1.993796422990564e-004	-6.447702e+000	1.344917e+001
2.032858922990564e-004	-6.710271e+000	1.342192e+001
2.033906254141453e-004	-6.717314e+000	1.342052e+001
2.036000916443236e-004	-6.731400e+000	1.341608e+001
2.040190241046798e-004	-6.759588e+000	1.340309e+001
2.044704136990728e-004	-6.790061e+000	1.338244e+001
2.045157440155529e-004	-6.793175e+000	1.337884e+001
2.046064046485126e-004	-6.799547e+000	1.336804e+001
2.046594076406247e-004	-6.803385e+000	1.335932e+001
2.047039990881404e-004	-6.806791e+000	1.334882e+001
2.047343164608235e-004	-6.809314e+000	1.333869e+001
2.047575592443898e-004	-6.811500e+000	1.332767e+001
2.047764472929547e-004	-6.813582e+000	1.331508e+001
2.047931520488275e-004	-6.815816e+000	1.329941e+001
2.048098856161002e-004	-6.818573e+000	1.327741e+001
2.048308589747477e-004	-6.822626e+000	1.324061e+001
2.048546362504004e-004	-6.827523e+000	1.318874e+001
2.048801991987839e-004	-6.832706e+000	1.312235e+001
2.049092264620024e-004	-6.838396e+000	1.303274e+001
2.049466608914493e-004	-6.845899e+000	1.288937e+001
2.050038584796646e-004	-6.858576e+000	1.260677e+001
2.050665812283886e-004	-6.874355e+000	1.219254e+001
2.051500085439098e-004	-6.896060e+000	1.148896e+001
2.052100648878528e-004	-6.908600e+000	1.089810e+001
2.052750156811205e-004	-6.916454e+000	1.021344e+001
2.053349501359007e-004	-6.920012e+000	9.574590e+000
2.053980169214632e-004	-6.922681e+000	8.901459e+000
2.057527955136216e-004	-6.936063e+000	5.099050e+000
2.059624926939799e-004	-6.940451e+000	2.838954e+000
2.063818870546969e-004	-6.939841e+000	-1.714455e+000
2.072206757761310e-004	-6.918970e+000	-1.089025e+001
2.074303729564892e-004	-6.883822e+000	-1.289091e+001
2.075315838391653e-004	-6.836820e+000	-1.337247e+001
2.075815596215718e-004	-6.815000e+000	-1.341327e+001
2.075892596593871e-004	-6.814103e+000	-1.341482e+001
2.075980162032417e-004	-6.814279e+000	-1.341631e+001
2.076067881019795e-004	-6.814548e+000	-1.341772e+001
2.076149524980497e-004	-6.814821e+000	-1.341897e+001
2.076252842192284e-004	-6.815131e+000	-1.342045e+001
2.076351086971497e-004	-6.815339e+000	-1.342177e+001
2.076469358294271e-004	-6.815441e+000	-1.342327e+001
2.076587649968973e-004	-6.815366e+000	-1.342468e+001
2.076733832252018e-004	-6.815032e+000	-1.342631e+001
2.076894257460444e-004	-6.814400e+000	-1.342796e+001
2.077125621302600e-004	-6.813142e+000	-1.343014e+001
2.077377523034604e-004	-6.811505e+000	-1.343231e+001
2.077627251068580e-004	-6.809733e+000	-1.343426e+001
2.078245101589321e-004	-6.805278e+000	-1.343843e+001
2.078631629991229e-004	-6.802574e+000	-1.344064e+001
2.079141166381818e-004	-6.799081e+000	-1.344321e+001
2.081927527963633e-004	-6.780204e+000	-1.345307e+001
2.088165749854986e-004	-6.738120e+000	-1.346384e+001
2.109596742874060e-004	-6.593730e+000	-1.347493e+001
2.162170588822072e-004	-6.239530e+000	-1.347768e+001
2.189618044892983e-004	-6.054608e+000	-1.347774e+001
2.228680544892983e-004	-5.791432e+000	-1.347773e+001
2.267743044892983e-004	-5.528257e+000	-1.347771e+001
2.306805544892983e-004	-5.265083e+000	-1.347768e+001
2.345868044892983e-004	-5.001909e+000	-1.347766e+001
2.384930544892983e-004	-4.738735e+000	-1.347764e+001
2.423993044892983e-004	-4.475562e+000	-1.347762e+001
2.463055544892983e-004	-4.212389e+000	-1.347760e+001
2.502118044892983e-004	-3.949217e+000	-1.347758e+001
2.541180544892983e-004	-3.686045e+000	-1.347756e+001
2.580243044892983e-004	-3.422873e+000	-1.347754e+001
2.619305544892983e-004	-3.159703e+000	-1.347751e+001
2.658368044892983e-004	-2.896532e+000	-1.347749e+001
2.697430544892983e-004	-2.633362e+000	-1.347747e+001
2.736493044892983e-004	-2.370192e+000	-1.347745e+001
2.775555544892983e-004	-2.107023e+000	-1.347743e+001
2.853680544892983e-004	-1.580686e+000	-1.347738e+001
2.931805544892983e-004	-1.054351e+000	-1.347734e+001
2.970868044892983e-004	-7.911837e-001	-1.347732e+001
3.009930544892983e-004	-5.280172e-001	-1.347730e+001
3.048993044892983e-004	-2.648511e-001	-1.347727e+001
3.088055544892983e-004	-1.685426e-003	-1.347725e+001
3.127118044892983e-004	2.614797e-001	-1.347723e+001
3.166180544892983e-004	5.246444e-001	-1.347721e+001
3.205243044892983e-004	7.878087e-001	-1.347719e+001
3.244305544892983e-004	1.050973e+000	-1.347716e+001
3.283368044892984e-004	1.314136e+000	-1.347714e+001
3.322430544892984e-004	1.577299e+000	-1.347712e+001
3.361493044892984e-004	1.840461e+000	-1.347710e+001
3.400555544892984e-004	2.103623e+000	-1.347707e+001
3.419319857226677e-004	2.230037e+000	-1.347706e+001
3.428728038393633e-004	2.293420e+000	-1.347706e+001
3.435405389104382e-004	2.338404e+000	-1.347705e+001
3.439133734242992e-004	2.363522e+000	-1.347705e+001
3.441173879045693e-004	2.377266e+000	-1.347705e+001
3.446625247078951e-004	2.413992e+000	-1.347705e+001
3.449985889645083e-004	2.436632e+000	-1.347705e+001
3.453049094933004e-004	2.457269e+000	-1.347704e+001
3.455633961882269e-004	2.474683e+000	-1.347704e+001
3.458371269015451e-004	2.493124e+000	-1.347704e+001
3.466523626274617e-004	2.548046e+000	-1.347704e+001
3.476891237432140e-004	2.617892e+000	-1.347703e+001
3.496617147557626e-004	2.750783e+000	-1.347702e+001
3.514484103583821e-004	2.871151e+000	-1.347701e+001
3.538771266734142e-004	3.034772e+000	-1.347700e+001
3.573540591749859e-004	3.269009e+000	-1.347698e+001
3.596778615763997e-004	3.425561e+000	-1.347696e+001
3.626107563558332e-004	3.623146e+000	-1.347694e+001
3.665170063558332e-004	3.886305e+000	-1.347692e+001
3.704232563558332e-004	4.149464e+000	-1.347690e+001
3.743295063558332e-004	4.412621e+000	-1.347688e+001
3.782357563558332e-004	4.675779e+000	-1.347686e+001
3.821420063558332e-004	4.938936e+000	-1.347683e+001
3.860482563558332e-004	5.202093e+000	-1.347681e+001
3.938607563558332e-004	5.728386e+000	-1.347498e+001
4.016732563558332e-004	6.254438e+000	-1.346208e+001
4.055795063558332e-004	6.517124e+000	-1.343807e+001
4.094857563558332e-004	6.779545e+000	-1.338924e+001
4.095467915120831e-004	6.783718e+000	-1.338644e+001
4.096688618245832e-004	6.792207e+000	-1.337596e+001
4.097398089021789e-004	6.797181e+000	-1.336758e+001
4.097985732033271e-004	6.801425e+000	-1.335772e+001
4.098359964844704e-004	6.804288e+000	-1.334882e+001
4.098676410055056e-004	6.806926e+000	-1.333821e+001
4.098911417633961e-004	6.809134e+000	-1.332710e+001
4.099103508206090e-004	6.811252e+000	-1.331428e+001
4.099272989513602e-004	6.813519e+000	-1.329833e+001
4.099443347396216e-004	6.816320e+000	-1.327589e+001
4.099654252526647e-004	6.820368e+000	-1.323883e+001
4.099905788245701e-004	6.825487e+000	-1.318384e+001
4.100174220529845e-004	6.830850e+000	-1.311384e+001
4.100469213250192e-004	6.836574e+000	-1.302171e+001
4.100868123545639e-004	6.844566e+000	-1.286640e+001
4.101440816777261e-004	6.857358e+000	-1.257788e+001
4.102075037682547e-004	6.873456e+000	-1.215691e+001
4.102771469893930e-004	6.891892e+000	-1.157368e+001
4.103319436396359e-004	6.903954e+000	-1.103970e+001
4.103953276144161e-004	6.912477e+000	-1.037795e+001
4.104617426376636e-004	6.916886e+000	-9.674746e+000
4.106024475773727e-004	6.922895e+000	-8.183619e+000
4.108225490096576e-004	6.930401e+000	-5.850928e+000
4.110426504419425e-004	6.935466e+000	-3.518146e+000
4.112627518742275e-004	6.938089e+000	-1.185275e+000
4.114828533065124e-004	6.938271e+000	1.147687e+000
4.117029547387974e-004	6.936012e+000	3.480740e+000
4.119230561710823e-004	6.931311e+000	5.813883e+000
4.121431576033672e-004	6.924169e+000	8.147116e+000
4.124928346948779e-004	6.907621e+000	1.180976e+001
4.126459760308752e-004	6.875381e+000	1.315098e+001
4.127079671810865e-004	6.841873e+000	1.339006e+001
4.127526551461471e-004	6.817605e+000	1.340812e+001
4.127637431699488e-004	6.815155e+000	1.341068e+001
4.127756673097376e-004	6.814387e+000	1.341296e+001
4.127828517662422e-004	6.814158e+000	1.341424e+001
4.127922563504009e-004	6.814035e+000	1.341580e+001
4.128017619576914e-004	6.813989e+000	1.341729e+001
4.128126733328906e-004	6.813963e+000	1.341889e+001
4.128215725556681e-004	6.813920e+000	1.342012e+001
4.128314768415270e-004	6.813819e+000	1.342141e+001
4.128407083456558e-004	6.813660e+000	1.342255e+001
4.128497050177793e-004	6.813432e+000	1.342362e+001
4.128601676018358e-004	6.813087e+000	1.342479e+001
4.128677332358439e-004	6.812782e+000	1.342561e+001
4.128780832467634e-004	6.812292e+000	1.342667e+001
4.128885590914551e-004	6.811734e+000	1.342770e+001
4.128983491157603e-004	6.811161e+000	1.342863e+001
4.129089816069472e-004	6.810494e+000	1.342959e+001
4.129288909017750e-004	6.809155e+000	1.343127e+001
4.129384091478006e-004	6.808491e+000	1.343204e+001
4.129505373591993e-004	6.807631e+000	1.343297e+001
4.129618747317201e-004	6.806821e+000	1.343381e+001
4.129733072201240e-004	6.806003e+000	1.343462e+001
4.129852493195952e-004	6.805150e+000	1.343544e+001
4.129958407539753e-004	6.804397e+000	1.343614e+001
4.130076529483902e-004	6.803562e+000	1.343689e+001
4.130175461853820e-004	6.802867e+000	1.343750e+001
4.130296803047644e-004	6.802019e+000	1.343822e+001
4.130518183981984e-004	6.800486e+000	1.343948e+001
4.130754861277311e-004	6.798861e+000	1.344073e+001
4.131012345316419e-004	6.797103e+000	1.344202e+001
4.131281668557996e-004	6.795271e+000	1.344327e+001
4.131552325799281e-004	6.793433e+000	1.344446e+001
4.131819340096794e-004	6.791622e+000	1.344556e+001
4.131938905290698e-004	6.790811e+000	1.344603e+001
4.132083942502609e-004	6.789827e+000	1.344658e+001
4.132201652048010e-004	6.789030e+000	1.344702e+001
4.132347919623522e-004	6.788038e+000	1.344755e+001
4.132466312440760e-004	6.787236e+000	1.344797e+001
4.132614368308760e-004	6.786233e+000	1.344848e+001
4.132737261745476e-004	6.785401e+000	1.344889e+001
4.132886373675107e-004	6.784391e+000	1.344937e+001
4.133016517687952e-004	6.783511e+000	1.344979e+001
4.133167506600744e-004	6.782489e+000	1.345025e+001
4.133310177731127e-004	6.781524e+000	1.345068e+001
4.133465669419281e-004	6.780472e+000	1.345114e+001
4.133637372247478e-004	6.779311e+000	1.345162e+001
4.133810189159439e-004	6.778143e+000	1.345210e+001
4.133992045904072e-004	6.776914e+000	1.345259e+001
4.134150209531514e-004	6.775846e+000	1.345300e+001
4.134329167360964e-004	6.774636e+000	1.345345e+001
4.134512050852396e-004	6.773401e+000	1.345390e+001
4.134698024227438e-004	6.772145e+000	1.345434e+001
4.134898732049905e-004	6.770790e+000	1.345481e+001
4.135074284605132e-004	6.769605e+000	1.345520e+001
4.135540494275467e-004	6.766458e+000	1.345620e+001
4.135763282481866e-004	6.764955e+000	1.345666e+001
4.136319053012244e-004	6.761205e+000	1.345773e+001
4.136578097739211e-004	6.759458e+000	1.345820e+001
4.136845516926426e-004	6.757654e+000	1.345867e+001
4.137468641223609e-004	6.753452e+000	1.345970e+001
4.137781563951764e-004	6.751342e+000	1.346019e+001
4.138428732776891e-004	6.746979e+000	1.346114e+001
4.146319154204746e-004	6.693820e+000	1.346671e+001
4.154209575632601e-004	6.640661e+000	1.347115e+001
4.162099997060457e-004	6.587504e+000	1.347446e+001
4.169990418488312e-004	6.534349e+000	1.347663e+001
4.177880839916167e-004	6.481194e+000	1.347768e+001
4.185771261344022e-004	6.428042e+000	1.347759e+001
4.193661682771878e-004	6.374890e+000	1.347637e+001
4.215058069169554e-004	6.230748e+000	1.347652e+001
4.236454455567230e-004	6.086607e+000	1.347664e+001
4.257850841964907e-004	5.942465e+000	1.347671e+001
4.279247228362583e-004	5.798323e+000	1.347676e+001
4.300643614760260e-004	5.654181e+000	1.347676e+001
4.322040001157936e-004	5.510039e+000	1.347674e+001
4.343436387555613e-004	5.365896e+000	1.347668e+001
4.382498887555613e-004	5.102742e+000	1.347668e+001
4.421561387555613e-004	4.839588e+000	1.347668e+001
4.460623887555613e-004	4.576434e+000	1.347668e+001
4.499686387555613e-004	4.313280e+000	1.347668e+001
4.538748887555613e-004	4.050126e+000	1.347668e+001
4.577811387555613e-004	3.786972e+000	1.347668e+001
4.616873887555613e-004	3.523818e+000	1.347668e+001
4.655936387555613e-004	3.260664e+000	1.347668e+001
4.694998887555613e-004	2.997510e+000	1.347668e+001
4.734061387555613e-004	2.734356e+000	1.347668e+001
4.773123887555613e-004	2.471202e+000	1.347668e+001
4.812186387555613e-004	2.208048e+000	1.347668e+001
4.890311387555613e-004	1.681740e+000	1.347668e+001
4.968436387555613e-004	1.155432e+000	1.347668e+001
5.007498887555613e-004	8.922786e-001	1.347668e+001
5.046561387555613e-004	6.291248e-001	1.347668e+001
5.085623887555613e-004	3.659710e-001	1.347668e+001
5.124686387555613e-004	1.028173e-001	1.347668e+001
5.163748887555613e-004	-1.603365e-001	1.347668e+001
5.202811387555613e-004	-4.234902e-001	1.347668e+001
5.241873887555613e-004	-6.866438e-001	1.347668e+001
5.280936387555613e-004	-9.497975e-001	1.347668e+001
5.319998887555614e-004	-1.212951e+000	1.347668e+001
5.359061387555614e-004	-1.476105e+000	1.347668e+001
5.398123887555614e-004	-1.739258e+000	1.347668e+001
5.437186387555614e-004	-2.002412e+000	1.347668e+001
5.476248887555614e-004	-2.265565e+000	1.347667e+001
5.491076173632530e-004	-2.365453e+000	1.347667e+001
5.498371238024592e-004	-2.414598e+000	1.347667e+001
5.505073365845168e-004	-2.459748e+000	1.347667e+001
5.507256827369028e-004	-2.474457e+000	1.347667e+001
5.512259093604041e-004	-2.508156e+000	1.347667e+001
5.520896949980018e-004	-2.566347e+000	1.347667e+001
5.526976985630551e-004	-2.607307e+000	1.347667e+001
5.534317684763811e-004	-2.656759e+000	1.347667e+001
5.543311508546035e-004	-2.717348e+000	1.347667e+001
5.554632206969767e-004	-2.793612e+000	1.347667e+001
5.568333619099084e-004	-2.885915e+000	1.347667e+001
5.585389681939303e-004	-3.000817e+000	1.347667e+001
5.607599427671743e-004	-3.150438e+000	1.347667e+001
5.638389952268919e-004	-3.357866e+000	1.347667e+001
5.677452452268919e-004	-3.621019e+000	1.347667e+001
5.716514952268919e-004	-3.884172e+000	1.347667e+001
5.755577452268919e-004	-4.147326e+000	1.347667e+001
5.794639952268919e-004	-4.410479e+000	1.347667e+001
5.833702452268919e-004	-4.673632e+000	1.347667e+001
5.872764952268919e-004	-4.936785e+000	1.347667e+001
5.911827452268919e-004	-5.199938e+000	1.347667e+001
5.989952452268919e-004	-5.726228e+000	1.347492e+001
6.068077452268919e-004	-6.252279e+000	1.346215e+001
6.107139952268919e-004	-6.514968e+000	1.343868e+001
6.146202452268919e-004	-6.777391e+000	1.339145e+001
6.146812803831418e-004	-6.781553e+000	1.338890e+001
6.148033506956419e-004	-6.789996e+000	1.337931e+001
6.149012341003209e-004	-6.796809e+000	1.336877e+001
6.149591702634639e-004	-6.800959e+000	1.335978e+001
6.149991769414265e-004	-6.803987e+000	1.335086e+001
6.150333147205062e-004	-6.806780e+000	1.334014e+001
6.150581808947466e-004	-6.809061e+000	1.332908e+001
6.150780420687662e-004	-6.811188e+000	1.331656e+001
6.150951452215479e-004	-6.813402e+000	1.330133e+001
6.151119189020306e-004	-6.816083e+000	1.328022e+001
6.151335233504692e-004	-6.820165e+000	1.324374e+001
6.151556450117056e-004	-6.824663e+000	1.319708e+001
6.151804017611603e-004	-6.829660e+000	1.313477e+001
6.152093544929123e-004	-6.835306e+000	1.304856e+001
6.152447973938433e-004	-6.842328e+000	1.291766e+001
6.153032462965676e-004	-6.855061e+000	1.263875e+001
6.153661750700813e-004	-6.870719e+000	1.223640e+001
6.154466905338610e-004	-6.891948e+000	1.157449e+001
6.155034961925570e-004	-6.904496e+000	1.102371e+001
6.155692288898262e-004	-6.913355e+000	1.033423e+001
6.156355979663772e-004	-6.917765e+000	9.627317e+000
6.157763719674470e-004	-6.923917e+000	8.123788e+000
6.162115223729272e-004	-6.937556e+000	3.449579e+000
6.165881783495733e-004	-6.938931e+000	-6.330071e-001
6.173414903028660e-004	-6.924497e+000	-8.858735e+000
6.177010875573039e-004	-6.889006e+000	-1.252961e+001
6.178224597542365e-004	-6.847045e+000	-1.339065e+001
6.178252073583915e-004	-6.845377e+000	-1.339761e+001
6.178307025667012e-004	-6.841776e+000	-1.339940e+001
6.178416929833205e-004	-6.835743e+000	-1.340260e+001
6.178636738165596e-004	-6.826738e+000	-1.340817e+001
6.178836837212004e-004	-6.821534e+000	-1.341239e+001
6.179126934551622e-004	-6.817335e+000	-1.341753e+001
6.179243227693249e-004	-6.816361e+000	-1.341935e+001
6.179345168235138e-004	-6.815845e+000	-1.342079e+001
6.179466531881970e-004	-6.815335e+000	-1.342239e+001
6.179740073768789e-004	-6.814249e+000	-1.342564e+001
6.179894532879209e-004	-6.813560e+000	-1.342729e+001
6.180070582765341e-004	-6.812665e+000	-1.342902e+001
6.180290648442046e-004	-6.811393e+000	-1.343101e+001
6.180575620029004e-004	-6.809564e+000	-1.343332e+001
6.181040678425068e-004	-6.806387e+000	-1.343665e+001
6.181977856035497e-004	-6.799889e+000	-1.344210e+001
6.183495111351514e-004	-6.789572e+000	-1.344840e+001
6.186365763395513e-004	-6.770163e+000	-1.345633e+001
6.194387584942639e-004	-6.716080e+000	-1.346702e+001
6.220695065197049e-004	-6.538842e+000	-1.347620e+001
6.255332922025462e-004	-6.305480e+000	-1.347762e+001
6.284810452318228e-004	-6.106881e+000	-1.347773e+001
6.320579062895093e-004	-5.865898e+000	-1.347773e+001
6.359641562895093e-004	-5.602723e+000	-1.347771e+001
6.398704062895093e-004	-5.339548e+000	-1.347769e+001
6.437766562895093e-004	-5.076374e+000	-1.347767e+001
6.476829062895093e-004	-4.813200e+000	-1.347765e+001
6.515891562895093e-004	-4.550027e+000	-1.347763e+001
6.554954062895093e-004	-4.286854e+000	-1.347761e+001
6.594016562895093e-004	-4.023681e+000	-1.347758e+001
6.633079062895093e-004	-3.760509e+000	-1.347756e+001
6.672141562895093e-004	-3.497338e+000	-1.347754e+001
6.711204062895093e-004	-3.234167e+000	-1.347752e+001
6.750266562895093e-004	-2.970996e+000	-1.347750e+001
6.789329062895093e-004	-2.707826e+000	-1.347748e+001
6.828391562895093e-004	-2.444656e+000	-1.347746e+001
6.867454062895093e-004	-2.181486e+000	-1.347743e+001
6.945579062895093e-004	-1.655149e+000	-1.347739e+001
7.023704062895093e-004	-1.128814e+000	-1.347735e+001
7.062766562895093e-004	-8.656465e-001	-1.347732e+001
7.101829062895093e-004	-6.024798e-001	-1.347730e+001
7.140891562895093e-004	-3.393136e-001	-1.347728e+001
7.179954062895093e-004	-7.614786e-002	-1.347726e+001
7.219016562895093e-004	1.870174e-001	-1.347724e+001
7.258079062895093e-004	4.501823e-001	-1.347721e+001
7.297141562895093e-004	7.133467e-001	-1.347719e+001
7.336204062895094e-004	9.765106e-001	-1.347717e+001
7.375266562895094e-004	1.239674e+000	-1.347715e+001
7.414329062895094e-004	1.502837e+000	-1.347713e+001
7.453391562895094e-004	1.766000e+000	-1.347710e+001
7.492454062895094e-004	2.029162e+000	-1.347708e+001
7.526831028785894e-004	2.260757e+000	-1.347706e+001
7.535955080755995e-004	2.322226e+000	-1.347706e+001
7.539953840426960e-004	2.349165e+000	-1.347705e+001
7.541978782961687e-004	2.362807e+000	-1.347705e+001
7.546028668031137e-004	2.390091e+000	-1.347705e+001
7.549779577142434e-004	2.415360e+000	-1.347705e+001
7.553314045926594e-004	2.439172e+000	-1.347705e+001
7.556265270839586e-004	2.459054e+000	-1.347704e+001
7.559086810950836e-004	2.478062e+000	-1.347704e+001
7.561633509266560e-004	2.495219e+000	-1.347704e+001
7.569521982080329e-004	2.548363e+000	-1.347704e+001
7.581642933203272e-004	2.630021e+000	-1.347703e+001
7.613001134022390e-004	2.841279e+000	-1.347701e+001
7.644359334841508e-004	3.052536e+000	-1.347699e+001
7.675717535660626e-004	3.263793e+000	-1.347698e+001
7.707075736479745e-004	3.475049e+000	-1.347696e+001
7.738433937298863e-004	3.686306e+000	-1.347694e+001
7.769792138117981e-004	3.897561e+000	-1.347692e+001
7.801150338937100e-004	4.108817e+000	-1.347690e+001
7.840212838937100e-004	4.371975e+000	-1.347688e+001
7.879275338937100e-004	4.635133e+000	-1.347686e+001
7.918337838937100e-004	4.898290e+000	-1.347684e+001
7.957400338937100e-004	5.161447e+000	-1.347681e+001
8.035525338937100e-004	5.687745e+000	-1.347534e+001
8.113650338937100e-004	6.213833e+000	-1.346384e+001
8.152712838937100e-004	6.476593e+000	-1.344580e+001
8.191775338937100e-004	6.739103e+000	-1.341301e+001
8.192914000539979e-004	6.746768e+000	-1.341082e+001
8.195191323745739e-004	6.762131e+000	-1.340227e+001
8.199745970157261e-004	6.792909e+000	-1.337845e+001
8.200016832406627e-004	6.794783e+000	-1.337614e+001
8.200558556905363e-004	6.798664e+000	-1.336845e+001
8.201642005902831e-004	6.806773e+000	-1.334587e+001
8.202057507945755e-004	6.810336e+000	-1.333088e+001
8.202334274919130e-004	6.813282e+000	-1.331383e+001
8.202527502597628e-004	6.815893e+000	-1.329548e+001
8.202699157946114e-004	6.818804e+000	-1.327186e+001
8.202909280386355e-004	6.822944e+000	-1.323313e+001
8.203186737558085e-004	6.828645e+000	-1.316937e+001
8.203502001924256e-004	6.834944e+000	-1.308265e+001
